0,0,-0
-0.00134281,-0.00466681,0.674086
-0.0112649,-0.00710287,1.36536
-0.025743,-0.0105145,2.07406
-0.0432712,-0.0178114,2.79846
-0.0606281,-0.0272636,3.53957
-0.0861747,-0.036292,4.29402
-0.116989,-0.0455949,5.06248
-0.149637,-0.0545275,5.84646
-0.183828,-0.063818,6.64225
-0.22034,-0.0740458,7.4467
-0.264031,-0.084048,8.25647
-0.307389,-0.0910905,9.07402
-0.347096,-0.097698,9.90078
-0.392267,-0.106496,10.7378
-0.437738,-0.116776,11.5827
-0.490096,-0.127323,12.4341
-0.543217,-0.137767,13.2942
-0.601787,-0.14912,14.1618
-0.659538,-0.162931,15.0398
-0.715484,-0.177058,15.9271
-0.773741,-0.189862,16.8187
-0.833417,-0.203721,17.7143
-0.893982,-0.216875,18.6141
-0.95466,-0.229622,19.5208
-1.01772,-0.241684,20.4337
-1.08465,-0.254628,21.3559
-1.14999,-0.265167,22.2831
-1.21139,-0.271354,23.2156
-1.2716,-0.277166,24.1501
-1.33211,-0.283812,25.0875
-1.39219,-0.290263,26.0271
-1.45017,-0.298986,26.9746
-1.50496,-0.310449,27.9308
-1.56062,-0.320843,28.8958
-1.6161,-0.331773,29.8657
-1.66526,-0.34023,30.8321
-1.72177,-0.346366,31.8009
-1.78623,-0.356515,32.7723
-1.85239,-0.368018,33.7501
-1.9196,-0.381175,34.7354
-1.99147,-0.394644,35.7233
-2.06186,-0.405961,36.7116
-2.13202,-0.414681,37.6988
-2.20265,-0.42436,38.6884
-2.28095,-0.429394,39.676
-2.35385,-0.436498,40.6602
-2.42499,-0.439872,41.6427
-2.50106,-0.447248,42.6221
-2.57275,-0.456161,43.6014
-2.64299,-0.463585,44.582
-2.71815,-0.472777,45.5573
-2.79721,-0.483871,46.5232
-2.87516,-0.493284,47.4851
-2.95125,-0.504314,48.4474
-3.025,-0.518305,49.4127
-3.09718,-0.530537,50.3735
-3.16987,-0.541047,51.3286
-3.24053,-0.551088,52.2783
-3.31091,-0.5611,53.2248
-3.384,-0.570318,54.1712
-3.45532,-0.577552,55.1175
-3.52776,-0.581963,56.0625
-3.6077,-0.58539,56.9996
-3.68641,-0.590164,57.9229
-3.76583,-0.595028,58.8333
-3.84554,-0.603364,59.7348
-3.9307,-0.615194,60.6323
-4.0142,-0.629746,61.5185
-4.09429,-0.644845,62.3885
-4.17459,-0.65436,63.2436
-4.25532,-0.664703,64.0888
-4.33441,-0.678211,64.9191
-4.41267,-0.689385,65.7382
-4.49057,-0.697253,66.5433
-4.57272,-0.703985,67.3376
-4.65363,-0.709678,68.119
-4.73436,-0.715042,68.8817
-4.81645,-0.723034,69.6237
-4.89394,-0.732272,70.3421
-4.96651,-0.739466,71.0439
-5.04262,-0.745601,71.7298
-5.11881,-0.758537,72.3992
-5.18974,-0.776265,73.0463
-5.25471,-0.789557,73.671
-5.30987,-0.802913,74.2773
-5.36632,-0.814449,74.8669
-5.42824,-0.826659,75.4448
-5.49152,-0.839288,76.0095
-5.53931,-0.850753,76.5622
-5.5754,-0.862897,77.1036
-5.60568,-0.877144,77.6328
-5.63978,-0.886326,78.1457
-5.66945,-0.893998,78.6464
-5.68488,-0.899755,79.1372
-5.67594,-0.905446,79.6157
-5.64864,-0.913449,80.0819
-5.60865,-0.921315,80.5395
