0,0,-0
-0.00810903,-0.00139921,0.0897224
-0.0167609,-0.00242983,0.182123
-0.0271018,-0.00334089,0.277563
-0.0396998,-0.00389778,0.378698
-0.0557317,-0.00440057,0.489943
-0.0753135,-0.00532054,0.612353
-0.10016,-0.00593797,0.746112
-0.127812,-0.00762532,0.890447
-0.160471,-0.00985919,1.0434
-0.201207,-0.0137656,1.20261
-0.254438,-0.0184705,1.36577
-0.316121,-0.0244656,1.53279
-0.382514,-0.0312071,1.70571
-0.454912,-0.0350972,1.88583
-0.5366,-0.0391196,2.06859
-0.628841,-0.0424673,2.25365
-0.727415,-0.045021,2.4394
-0.837243,-0.0478373,2.62283
-0.955586,-0.0490531,2.80393
-1.07966,-0.0492893,2.98654
-1.20765,-0.0497866,3.17017
-1.34696,-0.0535062,3.35295
-1.50816,-0.0592869,3.53119
-1.6922,-0.0670576,3.70111
-1.88798,-0.0718225,3.86816
-2.09581,-0.0741444,4.03592
-2.31544,-0.0744734,4.20531
-2.5566,-0.0734671,4.37043
-2.82146,-0.0731193,4.52316
-3.10589,-0.0708411,4.66637
-3.40847,-0.0677147,4.79609
-3.73206,-0.0641067,4.91058
-4.07704,-0.0601999,5.01335
-4.44397,-0.0552813,5.102
-4.83076,-0.0532611,5.17741
-5.23261,-0.0521497,5.24103
-5.65198,-0.0484444,5.28643
-6.08454,-0.0421943,5.30675
-6.53365,-0.0323552,5.31206
-6.99838,-0.0220561,5.30699
-7.47893,-0.0151309,5.29281
-7.97667,-0.0103468,5.26602
-8.49109,-0.00554131,5.22689
-9.02148,0.00341817,5.17922
-9.56856,0.0140954,5.12756
-10.1328,0.0205221,5.07131
-10.7125,0.0217314,5.00715
-11.3064,0.0218673,4.93734
-11.9165,0.0289477,4.86869
-12.541,0.0393475,4.80317
-13.1842,0.0484605,4.73681
-13.8439,0.0538593,4.66564
-14.5161,0.0602261,4.59127
-15.2005,0.0696137,4.51805
-15.9042,0.0828599,4.44657
-16.627,0.0977357,4.37527
-17.3648,0.10924,4.30139
-18.1168,0.118206,4.22802
-18.8799,0.132685,4.1539
-19.6555,0.148317,4.07899
-20.4487,0.163468,4.00426
-21.2568,0.178368,3.93561
-22.0729,0.191192,3.86718
-22.8947,0.2042,3.79631
-23.7173,0.215342,3.7242
-24.5442,0.22433,3.65526
-25.3814,0.235434,3.58724
-26.2302,0.244119,3.51578
-27.0927,0.249342,3.43831
-27.9586,0.261081,3.35946
-28.8224,0.273235,3.27935
-29.683,0.28658,3.19925
-30.5382,0.30129,3.12212
-31.3946,0.318106,3.04458
-32.2542,0.33287,2.9648
-33.1144,0.344695,2.88567
-33.9695,0.355756,2.80737
-34.8194,0.368578,2.72911
-35.6696,0.380829,2.65153
-36.5237,0.390289,2.57559
-37.3783,0.397155,2.50118
