0,0,-0
-0.00630257,-0.0210739,1.33103
-0.0123404,-0.0428038,2.66459
-0.0167266,-0.0624669,4.00213
-0.0235968,-0.0827976,5.34483
-0.0305223,-0.104647,6.68984
-0.0357404,-0.124775,8.03922
-0.0432997,-0.144659,9.39115
-0.0517039,-0.164204,10.7441
-0.0641849,-0.185285,12.0994
-0.0780565,-0.208288,13.4597
-0.0913303,-0.232987,14.8247
-0.102154,-0.256532,16.1919
-0.108116,-0.278049,17.5636
-0.109212,-0.299127,18.9362
-0.11147,-0.319418,20.3068
-0.115611,-0.339523,21.681
-0.12575,-0.363817,23.0564
-0.137804,-0.384448,24.4384
-0.145746,-0.405763,25.824
-0.147258,-0.422162,27.211
-0.145642,-0.439811,28.5962
-0.148036,-0.458621,29.9831
-0.15148,-0.48057,31.3732
-0.159843,-0.506254,32.7661
-0.165304,-0.532061,34.1608
-0.170402,-0.558636,35.557
-0.174478,-0.58541,36.9597
-0.179834,-0.610692,38.3629
-0.188147,-0.635645,39.7692
-0.196262,-0.660468,41.1786
-0.204506,-0.68498,42.5907
-0.210639,-0.709503,44.0075
-0.2152,-0.734579,45.4245
-0.220431,-0.759104,46.8447
-0.227173,-0.784622,48.2681
-0.236369,-0.809301,49.6963
-0.24709,-0.833846,51.129
-0.259291,-0.857304,52.5655
-0.272591,-0.881458,54.0052
-0.285022,-0.904476,55.449
-0.297693,-0.927224,56.8902
-0.309866,-0.949582,58.3306
-0.322649,-0.972862,59.771
-0.335746,-0.996248,61.2093
-0.348168,-1.01963,62.6446
-0.358656,-1.04339,64.076
-0.369167,-1.06728,65.5044
-0.381724,-1.09235,66.9279
-0.395879,-1.11788,68.3495
-0.41122,-1.14293,69.7678
-0.425945,-1.1666,71.1844
-0.441602,-1.18948,72.5956
-0.457842,-1.2119,74.0043
-0.470736,-1.23542,75.4072
-0.481635,-1.25882,76.8073
-0.489073,-1.28212,78.2049
-0.494365,-1.30532,79.6007
-0.498722,-1.32917,80.9902
-0.502836,-1.35398,82.3769
-0.509571,-1.37773,83.7658
-0.51667,-1.40167,85.1505
-0.525516,-1.42569,86.5332
-0.534511,-1.44944,87.9121
-0.542522,-1.4721,89.2897
-0.552289,-1.49351,90.6625
-0.562528,-1.51486,92.0327
-0.574267,-1.53632,93.3998
-0.587201,-1.55811,94.765
-0.601288,-1.58064,96.1292
-0.614817,-1.60356,97.4898
-0.630533,-1.62714,98.8468
-0.646573,-1.65024,100.2
-0.661628,-1.67289,101.552
-0.677115,-1.69535,102.9
-0.689873,-1.71659,104.243
-0.702979,-1.7378,105.581
-0.715818,-1.76087,106.917
-0.726364,-1.78406,108.255
-0.73614,-1.80649,109.593
-0.744644,-1.82809,110.927
-0.753123,-1.84874,112.259
-0.764039,-1.87078,113.59
-0.774873,-1.89431,114.921
-0.786061,-1.91945,116.256
-0.79321,-1.94445,117.592
-0.796114,-1.96739,118.931
-0.796276,-1.988,120.271
-0.796657,-2.00763,121.614
-0.798156,-2.02786,122.958
-0.79939,-2.04944,124.303
-0.79769,-2.07128,125.648
-0.79373,-2.09405,126.995
