0,-1.11022e-16,2.22045e-16
-0.0140175,-0.0282032,1.199
-0.0278736,-0.0560812,2.38418
-0.0418032,-0.0841063,3.57563
-0.0557354,-0.112136,4.76729
-0.0697067,-0.140244,5.96228
-0.0836255,-0.168246,7.15277
-0.0975696,-0.196298,8.3454
-0.111499,-0.224319,9.53676
-0.125431,-0.252345,10.7283
-0.139362,-0.28037,11.9198
-0.1533,-0.308407,13.1119
-0.167141,-0.336295,14.3035
-0.181814,-0.365424,15.4966
-0.195073,-0.392444,16.6876
-0.208176,-0.419151,17.881
-0.222069,-0.445081,19.0766
-0.237295,-0.471514,20.2702
-0.253156,-0.497782,21.4647
-0.270764,-0.524744,22.6588
-0.288791,-0.55273,23.853
-0.307115,-0.581233,25.0468
-0.327351,-0.606984,26.2431
-0.347249,-0.632943,27.4417
-0.367798,-0.656564,28.6371
-0.389214,-0.682426,29.8283
-0.411276,-0.70872,31.0279
-0.435716,-0.735647,32.2319
-0.459653,-0.763253,33.4202
-0.484698,-0.791594,34.6148
-0.509819,-0.818272,35.8126
-0.536706,-0.845783,37.0093
-0.562741,-0.873467,38.2069
-0.590462,-0.900111,39.4055
-0.61817,-0.926858,40.6024
-0.646632,-0.953129,41.7987
-0.675668,-0.977631,42.9959
-0.708016,-1.00041,44.1956
-0.735861,-1.02036,45.3956
-0.761728,-1.03744,46.5961
-0.784447,-1.05121,47.8015
-0.80502,-1.06409,49.0045
-0.822002,-1.07385,50.2035
-0.84029,-1.08532,51.4046
-0.859463,-1.09829,52.6058
-0.875378,-1.11264,53.8113
-0.892873,-1.12788,55.0152
-0.91186,-1.14315,56.2203
-0.933231,-1.16069,57.4278
-0.956215,-1.17565,58.6326
-0.981436,-1.19028,59.8386
-1.00672,-1.2056,61.0421
-1.03113,-1.22132,62.2456
-1.05386,-1.23748,63.4475
-1.07847,-1.2517,64.6475
-1.10319,-1.2671,65.8504
-1.12954,-1.28111,67.0476
-1.15768,-1.29392,68.2411
-1.18693,-1.30942,69.4353
-1.21532,-1.32468,70.6262
-1.24323,-1.33946,71.816
-1.26857,-1.35574,73.0022
-1.29284,-1.37147,74.1875
-1.31025,-1.39013,75.3655
-1.32014,-1.40752,76.5408
-1.33092,-1.42708,77.7163
-1.33795,-1.4488,78.8946
-1.34094,-1.46853,80.0684
-1.34229,-1.48583,81.2345
-1.33565,-1.5061,82.3991
-1.32387,-1.53031,83.558
-1.30927,-1.55547,84.7174
-1.29299,-1.58059,85.877
-1.27312,-1.60507,87.0311
-1.24713,-1.63067,88.1838
-1.21667,-1.65616,89.3334
-1.18274,-1.68316,90.4834
-1.14413,-1.71042,91.6365
-1.10175,-1.73609,92.7913
-1.05601,-1.76065,93.9471
-1.00612,-1.78507,95.1026
-0.953966,-1.80954,96.2554
-0.89754,-1.83487,97.4132
-0.841003,-1.86192,98.5722
-0.782045,-1.89164,99.7397
-0.723357,-1.92246,100.914
-0.665532,-1.95303,102.095
-0.607718,-1.98309,103.279
-0.550571,-2.01288,104.47
-0.497748,-2.04112,105.668
-0.448327,-2.06974,106.867
-0.405377,-2.09828,108.072
-0.365108,-2.127,109.279
-0.329075,-2.15685,110.492
-0.298528,-2.18567,111.707
-0.272672,-2.2134,112.924
-0.253779,-2.24015,114.142
-0.241552,-2.2678,115.363
-0.234072,-2.29683,116.586
-0.232571,-2.32757,117.812
-0.237293,-2.358,119.04
-0.246444,-2.38815,120.271
-0.256232,-2.41742,121.501
-0.269679,-2.44463,122.742
-0.283572,-2.4715,123.983
-0.297015,-2.49892,125.224
-0.316815,-2.52162,126.47
-0.336076,-2.54329,127.72
-0.353204,-2.56129,128.97
-0.370442,-2.57812,130.22
-0.384545,-2.59617,131.476
-0.397623,-2.61481,132.733
-0.413373,-2.63136,133.996
-0.429912,-2.64614,135.259
-0.443887,-2.66006,136.523
-0.457056,-2.67599,137.79
-0.472057,-2.69321,139.057
-0.490815,-2.71132,140.331
-0.509951,-2.72813,141.606
-0.531657,-2.74413,142.88
-0.550146,-2.75953,144.153
-0.568107,-2.77535,145.424
-0.586224,-2.79483,146.694
-0.601569,-2.81886,147.961
-0.618401,-2.84455,149.227
-0.634443,-2.87506,150.492
-0.649286,-2.90876,151.756
-0.666905,-2.93972,153.025
-0.684175,-2.96991,154.288
-0.703475,-2.99762,155.553
-0.721231,-3.02488,156.817
-0.740134,-3.05171,158.078
-0.75814,-3.07934,159.342
-0.778517,-3.10733,160.604
-0.798967,-3.13526,161.864
-0.821014,-3.16234,163.126
-0.844849,-3.19122,164.39
-0.867607,-3.22185,165.652
-0.891591,-3.25233,166.914
-0.915926,-3.28271,168.177
-0.941804,-3.31395,169.441
-0.968255,-3.3446,170.705
-0.99577,-3.37385,171.971
-1.02432,-3.40245,173.234
-1.05365,-3.43193,174.498
-1.08317,-3.46124,175.759
-1.11197,-3.49193,177.026
-1.14094,-3.52353,178.289
-1.1675,-3.55545,179.549
-1.19338,-3.58708,180.811
-1.22091,-3.61722,182.072
-1.24982,-3.64468,183.337
-1.28027,-3.66913,184.593
-1.31192,-3.69421,185.843
-1.34277,-3.72236,187.092
-1.37147,-3.75266,188.339
-1.40087,-3.78186,189.586
-1.42991,-3.81104,190.831
-1.45692,-3.83975,192.07
-1.48235,-3.86886,193.304
-1.50439,-3.89757,194.534
-1.52543,-3.92931,195.761
-1.54334,-3.96212,196.982
-1.56132,-3.99452,198.199
-1.57734,-4.02538,199.411
-1.59322,-4.05572,200.619
-1.60705,-4.08451,201.821
