0	-0
-0.00191549	0.671528
-0.0118832	1.36018
-0.0263109	2.0657
-0.0433101	2.78688
-0.0618222	3.52494
-0.0874715	4.27644
-0.118345	5.04196
-0.151259	5.82304
-0.18528	6.61576
-0.222137	7.41699
-0.265654	8.2237
-0.30849	9.03825
-0.348557	9.86133
-0.39312	10.6956
-0.438517	11.5377
-0.490395	12.3865
-0.543697	13.2436
-0.601966	14.1086
-0.659157	14.9843
-0.715097	15.8687
-0.773682	16.7576
-0.832998	17.6501
-0.893265	18.5457
-0.953695	19.4479
-1.01631	20.3563
-1.08228	21.274
-1.14736	22.1959
-1.20798	23.1242
-1.26806	24.0535
-1.32816	24.9871
-1.38771	25.923
-1.44508	26.8661
-1.49986	27.818
-1.55517	28.7772
-1.60957	29.7403
-1.65857	30.7001
-1.71439	31.6616
-1.77789	32.6263
-1.84307	33.5986
-1.90961	34.5782
-1.98182	35.5601
-2.05083	36.5425
-2.12021	37.5254
-2.18979	38.5108
-2.26784	39.4929
-2.34057	40.4703
-2.41041	41.446
-2.48594	42.4184
-2.55661	43.3908
-2.62556	44.3645
-2.70023	45.3336
-2.77792	46.293
-2.85514	47.2494
-2.93074	48.206
-3.00343	49.1651
-3.07437	50.12
-3.14648	51.0675
-3.21662	52.0101
-3.28604	52.9482
-3.35814	53.8872
-3.42862	54.8256
-3.50003	55.7621
-3.57845	56.6912
-3.65622	57.6066
-3.73416	58.5097
-3.81305	59.405
-3.89762	60.2961
-3.98016	61.1752
-4.05973	62.039
-4.13857	62.8873
-4.2181	63.7247
-4.29614	64.5475
-4.37309	65.3585
-4.4498	66.1568
-4.53108	66.9432
-4.61057	67.7167
-4.69058	68.4717
-4.77137	69.2043
-4.84789	69.9134
-4.91892	70.6058
-4.99314	71.2821
-5.06821	71.9422
-5.13729	72.58
-5.20179	73.1952
-5.25572	73.7926
-5.3104	74.3736
-5.37047	74.9425
-5.43226	75.4984
-5.4787	76.0423
-5.51434	76.5751
-5.54362	77.0959
-5.5772	77.6007
-5.60651	78.0931
-5.62095	78.5752
-5.61214	79.0452
-5.58534	79.5024
-5.54567	79.9513
-5.49133	80.3928
-5.4189	80.8259
-5.32802	81.2512
-5.21745	81.6642
-5.08818	82.0628
-4.93671	82.4454
-4.7619	82.812
-4.56523	83.162
-4.34631	83.4927
-4.10524	83.8008
-3.84466	84.0922
-3.56621	84.3684
-3.27194	84.6288
-2.96147	84.8653
-2.63636	85.0773
-2.2972	85.2657
-1.95414	85.4439
-1.60498	85.6101
-1.24776	85.754
-0.878501	85.8701
-0.496673	85.9629
-0.113311	86.0574
0.268743	86.1577
0.652174	86.2627
1.04769	86.3514
1.45546	86.4202
1.87377	86.473
2.29984	86.5183
2.73534	86.5688
3.18747	86.6243
3.65671	86.6733
4.13667	86.7141
4.63105	86.7472
5.1386	86.7741
5.6592	86.7986
6.19582	86.8233
6.75037	86.8469
7.32131	86.8695
7.91094	86.8908
8.51724	86.908
9.14183	86.9248
9.78348	86.9431
10.4421	86.959
11.1163	86.9715
11.8063	86.9857
12.5116	87.0064
13.232	87.0303
13.9695	87.0586
14.7227	87.0911
15.491	87.13
16.2735	87.1764
17.0674	87.2267
17.8653	87.2812
18.6653	87.3371
19.468	87.3989
20.2768	87.4577
21.0852	87.5144
21.8976	87.5731
22.707	87.627
23.5162	87.6839
24.3228	87.7416
25.1278	87.8
25.9297	87.8571
26.7326	87.913
27.5352	87.965
28.3386	88.0119
29.1391	88.0532
29.9336	88.0855
30.7247	88.1095
31.5145	88.1252
32.3029	88.1317
33.089	88.1323
33.8706	88.1203
34.6474	88.1018
35.42	88.0747
36.1865	88.0414
36.9459	87.9984
37.699	87.9468
38.4438	87.889
39.181	87.8256
39.9106	87.7549
40.6333	87.6786
41.3475	87.5987
42.0501	87.517
42.7447	87.4389
43.4222	87.3606
44.0843	87.2847
44.732	87.2087
45.3623	87.1394
45.9787	87.077
46.576	87.0241
47.1535	86.9817
47.7121	86.9509
48.254	86.9328
48.7844	86.9284
49.312	86.9406
49.837	86.9696
50.3627	87.0171
50.8838	87.0844
51.3996	87.1765
51.9085	87.2959
52.4057	87.443
52.8897	87.6181
53.3597	87.8182
53.8093	88.043
54.2353	88.2954
54.6362	88.57
55.0138	88.8762
55.3639	89.2081
55.6918	89.5601
55.9941	89.9314
56.2721	90.3289
56.5233	90.7468
56.7454	91.1791
56.9469	91.6245
57.1163	92.0772
57.2645	92.5376
57.3917	93.0098
57.5085	93.4877
57.6236	93.9745
57.745	94.4663
57.858	94.9648
57.9574	95.4725
58.0513	95.9882
58.1463	96.5177
58.2439	97.0476
58.3531	97.587
58.4717	98.1363
58.5936	98.6919
58.7227	99.2669
58.8462	99.8459
58.9766	100.448
59.1191	101.054
59.2755	101.68
59.4307	102.309
59.591	102.945
59.756	103.588
59.9185	104.24
60.078	104.906
60.2383	105.588
60.4054	106.289
60.5776	107.004
60.7453	107.729
60.9074	108.46
61.0662	109.198
61.2328	109.946
61.402	110.706
61.5719	111.482
61.7439	112.268
61.9127	113.064
62.086	113.868
62.2626	114.677
62.4334	115.493
62.597	116.313
62.7619	117.137
62.9273	117.969
63.0947	118.808
63.2697	119.652
63.453	120.495
63.6397	121.337
63.8383	122.18
64.0379	123.022
64.2299	123.866
64.4189	124.712
