0	-0
0.0162197	0.290573
0.0294229	0.584553
0.0431416	0.88455
0.0506637	1.18938
0.0561534	1.50717
0.0547555	1.83106
0.0403642	2.16551
0.0113011	2.51002
-0.0234368	2.86666
-0.0619231	3.2353
-0.106702	3.61833
-0.16003	4.01415
-0.228353	4.41978
-0.305006	4.8359
-0.38822	5.26105
-0.475959	5.69698
-0.565125	6.14523
-0.666443	6.6072
-0.773163	7.07829
-0.887609	7.55891
-1.00148	8.05201
-1.11712	8.55808
-1.24958	9.07157
-1.40028	9.59193
-1.55606	10.125
-1.71158	10.6686
-1.87209	11.2294
-2.04867	11.797
-2.23638	12.3749
-2.42814	12.9625
-2.62631	13.5589
-2.83305	14.1663
-3.04689	14.7831
-3.26792	15.4109
-3.49594	16.0494
-3.73465	16.6991
-3.97948	17.359
-4.23304	18.0281
-4.49519	18.7068
-4.76313	19.3958
-5.03496	20.0968
-5.31519	20.8051
-5.60451	21.5206
-5.90253	22.2408
-6.21317	22.9701
-6.53695	23.7034
-6.87328	24.4407
-7.21637	25.1822
-7.56792	25.9307
-7.93151	26.6848
-8.30855	27.4463
-8.69492	28.2153
-9.09435	28.9939
-9.50593	29.7773
-9.92731	30.5652
-10.3582	31.3611
-10.8015	32.1631
-11.2566	32.9713
-11.7219	33.7895
-12.1999	34.619
-12.697	35.4629
-13.1897	36.3064
-13.7005	37.1707
-14.2112	38.0443
-14.7318	38.9313
-15.2579	39.8285
-15.791	40.7342
-16.3284	41.6407
-16.8739	42.5481
-17.4201	43.4481
-17.9714	44.3398
-18.5285	45.2221
-19.0968	46.0984
-19.6802	46.9737
-20.2777	47.8466
-20.8856	48.7119
-21.4965	49.5698
-22.1106	50.4228
-22.7315	51.2697
-23.3563	52.121
-23.9895	52.9768
-24.6304	53.8303
-25.275	54.6781
-25.9248	55.5215
-26.5783	56.3616
-27.2369	57.2017
-27.9049	58.0404
-28.5827	58.8776
-29.2679	59.7099
-29.9609	60.5377
-30.6634	61.3628
-31.3724	62.1834
-32.0913	62.9976
-32.8199	63.8084
-33.5595	64.6152
-34.3061	65.4169
-35.0632	66.2123
-35.8288	67.0042
-36.6076	67.7907
-37.3995	68.5755
-38.1968	69.3572
-39.0088	70.1384
-39.8258	70.9154
-40.6526	71.6899
-41.4873	72.4624
-42.3357	73.2348
