-0	-0
0.0173957	0.288088
0.0330841	0.578316
0.048093	0.87092
0.0606843	1.16364
0.0717026	1.46547
0.0739246	1.77821
0.0646269	2.10092
0.0386501	2.43816
0.00593344	2.78381
-0.0305364	3.14611
-0.0742675	3.52025
-0.129966	3.90282
-0.201723	4.29488
-0.281871	4.70339
-0.373258	5.11827
-0.466313	5.54164
-0.556026	5.98239
-0.658781	6.43706
-0.766554	6.90478
-0.882837	7.38455
-0.996882	7.87475
-1.11349	8.37905
-1.25107	8.89396
-1.40709	9.41848
-1.56405	9.9581
-1.7235	10.512
-1.88994	11.0776
-2.07113	11.6492
-2.26134	12.2359
-2.45275	12.8273
-2.65462	13.4297
-2.86765	14.0502
-3.07762	14.6712
-3.30553	15.3123
-3.52956	15.9407
-3.77085	16.591
-4.02712	17.2648
-4.28202	17.9365
-4.54699	18.6195
-4.82252	19.3176
-5.09133	20.015
-5.3758	20.7276
-5.67133	21.452
-5.97653	22.1831
-6.29112	22.9136
-6.62225	23.6578
-6.96414	24.4053
-7.31351	25.1536
-7.67166	25.9101
-8.03918	26.672
-8.42197	27.4434
-8.81063	28.2195
-9.21048	29.0035
-9.62621	29.8006
-10.0557	30.6077
-10.5089	31.4251
-10.9699	32.2471
-11.4442	33.0702
-11.9384	33.9148
-12.4569	34.7786
-13.0155	35.6773
-13.5808	36.573
-14.1567	37.4874
-14.668	38.3571
-15.1851	39.2463
-15.716	40.1545
-16.2521	41.0715
-16.7923	41.9902
-17.3492	42.9125
-17.9083	43.83
-18.4749	44.7429
-19.0396	45.6409
-19.6167	46.5273
-20.208	47.4134
-20.8138	48.2994
-21.4322	49.1794
-22.06	50.0557
-22.6891	50.9326
-23.3182	51.7967
-23.9557	52.6628
-24.5953	53.5274
-25.2471	54.389
-25.8992	55.2437
-26.5564	56.0924
-27.2183	56.9427
-27.8788	57.7818
-28.5484	58.6172
-29.2262	59.4517
-29.9155	60.2866
-30.6083	61.1134
-31.31	61.9398
-32.0198	62.7604
-32.7393	63.5767
-33.4696	64.3877
-34.2157	65.2065
-34.9742	66.0191
-35.7375	66.8271
-36.5043	67.6229
-37.2904	68.419
-38.0814	69.2034
-38.8966	69.9963
-39.7213	70.787
-40.5515	71.5775
-41.3852	72.3608
-42.2342	73.1486
-43.089	73.9322
-43.9631	74.7198
-44.8365	75.4995
-45.7201	76.2766
-46.6108	77.0529
-47.5122	77.8217
-48.425	78.5925
-49.3417	79.3632
-50.2651	80.1303
-51.1961	80.8958
-52.1278	81.6538
-53.0611	82.4036
-54.0199	83.1452
-54.9949	83.8794
-55.9764	84.6006
-56.9685	85.3124
-57.9739	86.0173
-59.001	86.7199
-60.0471	87.4245
-61.0882	88.1031
-62.1428	88.7681
-63.2027	89.4181
-64.2762	90.0532
-65.3638	90.6804
-66.4598	91.2999
-67.5731	91.9103
-68.6902	92.5119
-69.8164	93.1053
-70.9509	93.6892
-72.0875	94.2653
-73.233	94.8345
-74.3761	95.3984
-75.5238	95.9587
-76.6713	96.5102
-77.8155	97.0577
-78.9632	97.596
-80.1025	98.1243
-81.2377	98.6485
-82.3717	99.1668
-83.4923	99.6739
-84.6147	100.18
-85.7332	100.674
-86.8282	101.167
-87.9188	101.65
-89	102.128
-90.0601	102.592
-91.117	103.049
-92.1544	103.507
-93.184	103.961
-94.1775	104.421
-95.1816	104.89
-96.1884	105.365
-97.1845	105.844
-98.1714	106.336
-99.1564	106.836
