0	0	-0
-0.00185887	-0.00469017	0.671455
-0.0118884	-0.00732636	1.36024
-0.0262892	-0.0106647	2.06599
-0.0431911	-0.0177399	2.78771
-0.0616619	-0.0273659	3.52613
-0.0871979	-0.0360306	4.27821
-0.118199	-0.0454684	5.04391
-0.150963	-0.0541467	5.82564
-0.185036	-0.0629682	6.61901
-0.221936	-0.0730593	7.4208
-0.265471	-0.0830625	8.22818
-0.308279	-0.0900628	9.04334
-0.348434	-0.0970436	9.86706
-0.393002	-0.1058	10.7021
-0.438553	-0.116021	11.5445
-0.490391	-0.126575	12.3941
-0.543689	-0.137161	13.2518
-0.602062	-0.148455	14.1174
-0.659115	-0.162123	14.9937
-0.714969	-0.176474	15.8786
-0.773618	-0.189127	16.7682
-0.83309	-0.202961	17.6615
-0.893467	-0.21588	18.5581
-0.953759	-0.228551	19.4611
-1.01663	-0.240763	20.3702
-1.08274	-0.253676	21.2888
-1.14789	-0.263862	22.2121
-1.20863	-0.270415	23.1416
-1.26874	-0.27654	24.072
-1.3287	-0.28322	25.0069
-1.38856	-0.289583	25.9437
-1.44582	-0.297934	26.8878
-1.50045	-0.308974	27.8409
-1.556	-0.319571	28.8017
-1.61033	-0.330623	29.7663
-1.65924	-0.339367	30.7277
-1.71513	-0.345527	31.691
-1.77904	-0.355183	32.6578
-1.84457	-0.366344	33.6318
-1.91133	-0.378766	34.613
-1.98324	-0.392323	35.596
-2.05248	-0.403698	36.5789
-2.12195	-0.412091	37.5631
-2.19149	-0.420949	38.5498
-2.26965	-0.426025	39.5333
-2.34244	-0.433188	40.5123
-2.41267	-0.436695	41.4898
-2.48819	-0.443759	42.4642
-2.55906	-0.452782	43.4388
-2.62829	-0.460246	44.4145
-2.7026	-0.469354	45.3848
-2.78076	-0.480447	46.3464
-2.85799	-0.489569	47.3047
-2.93361	-0.50033	48.2632
-3.0067	-0.514066	49.2244
-3.07768	-0.526099	50.1813
-3.14958	-0.536485	51.131
-3.22	-0.546146	52.0759
-3.28973	-0.555809	53.0167
-3.36202	-0.56471	53.958
-3.4323	-0.571794	54.8987
-3.50398	-0.57645	55.8377
-3.58277	-0.579885	56.769
-3.66071	-0.584374	57.6868
-3.73873	-0.589053	58.5921
-3.81813	-0.597232	59.4896
-3.90263	-0.60893	60.3829
-3.98546	-0.623435	61.2641
-4.06517	-0.63806	62.1304
-4.14427	-0.647019	62.9812
-4.22413	-0.657239	63.8215
-4.30214	-0.670069	64.6473
-4.37941	-0.680742	65.4611
-4.45634	-0.687825	66.2618
-4.53813	-0.69414	67.0511
-4.61777	-0.699883	67.8273
-4.69785	-0.704818	68.585
-4.77895	-0.712561	69.3203
-4.85577	-0.721787	70.0321
-4.92721	-0.728834	70.7276
-5.00159	-0.734913	71.4069
-5.0769	-0.74728	72.0702
-5.14636	-0.764729	72.7107
-5.21117	-0.777515	73.329
-5.26502	-0.790808	73.9294
-5.31989	-0.802326	74.5132
-5.38016	-0.814196	75.0849
-5.44222	-0.826643	75.6433
-5.4889	-0.837691	76.1898
-5.52469	-0.849582	76.7252
-5.55429	-0.863547	77.2486
-5.58798	-0.872124	77.7563
-5.61724	-0.879397	78.2517
-5.63195	-0.884976	78.7374
-5.62317	-0.890145	79.2105
-5.59609	-0.897617	79.671
-5.55616	-0.904796	80.1232
-5.50167	-0.911447	80.5677
-5.42898	-0.917197	81.0038
-5.33739	-0.921172	81.4318
-5.22604	-0.927185	81.8473
-5.0959	-0.936671	82.2487
-4.94387	-0.945286	82.6328
-4.7678	-0.951827	83.0011
-4.57021	-0.956275	83.3529
-4.34979	-0.960816	83.6848
-4.10755	-0.969559	83.9938
-3.84576	-0.981685	84.2863
-3.56652	-0.992606	84.5635
-3.27135	-1.00067	84.8249
-2.95982	-1.00823	85.0626
-2.63384	-1.01729	85.2753
-2.29388	-1.02698	85.4645
-1.94955	-1.03782	85.6438
-1.59937	-1.0484	85.8108
-1.24099	-1.05818	85.9554
-0.870999	-1.06458	86.0721
-0.488321	-1.06814	86.1653
-0.104196	-1.07135	86.2606
0.278685	-1.07905	86.3613
0.662566	-1.09408	86.4665
1.05845	-1.11208	86.5555
1.46633	-1.12783	86.6243
1.88523	-1.13883	86.6776
2.31115	-1.139	86.7228
2.74704	-1.13968	86.7735
3.19934	-1.15414	86.8292
3.66852	-1.17832	86.8783
4.14855	-1.19965	86.9193
4.64291	-1.21701	86.9524
5.15037	-1.23222	86.9794
5.67094	-1.24731	87.0039
6.20767	-1.26303	87.0289
6.76223	-1.27937	87.0528
7.33287	-1.29598	87.0755
7.92164	-1.31313	87.0968
8.52739	-1.33164	87.1141
9.15121	-1.35071	87.131
9.79226	-1.37032	87.1495
10.45	-1.39013	87.1656
11.1231	-1.41026	87.1782
11.8121	-1.4314	87.1924
12.5171	-1.45216	87.2134
13.2372	-1.47399	87.2374
13.9745	-1.49479	87.2661
14.7271	-1.51609	87.2988
15.4946	-1.53787	87.3381
16.2767	-1.56045	87.3845
17.0698	-1.58141	87.435
17.8662	-1.6049	87.4893
18.665	-1.63226	87.5451
19.4666	-1.65971	87.6072
20.2734	-1.69131	87.6652
21.0815	-1.72561	87.7223
21.8933	-1.76244	87.7813
22.7023	-1.79479	87.8355
23.5113	-1.82894	87.8926
24.3176	-1.86312	87.9507
25.1227	-1.89685	88.0096
25.9247	-1.93041	88.0671
26.7273	-1.96337	88.1232
27.53	-1.99621	88.1752
28.3334	-2.0282	88.2222
29.1337	-2.0599	88.2634
29.9283	-2.09104	88.2959
30.7198	-2.11999	88.3202
31.5099	-2.14783	88.3363
32.2987	-2.17715	88.3431
33.0844	-2.20684	88.3433
33.8664	-2.23433	88.3312
34.6435	-2.26266	88.3128
35.4166	-2.29158	88.2855
36.1836	-2.31962	88.2518
36.9437	-2.34683	88.2085
37.6979	-2.37468	88.157
38.4433	-2.40442	88.0994
39.1815	-2.43371	88.036
39.9119	-2.46168	87.9656
40.6353	-2.48992	87.8896
41.3502	-2.51697	87.81
42.0536	-2.54237	87.7284
42.7496	-2.56638	87.6509
43.428	-2.58995	87.5727
44.0923	-2.61315	87.4971
44.7425	-2.63598	87.4216
45.3752	-2.65876	87.3523
45.9932	-2.68068	87.2901
46.592	-2.70341	87.2372
47.1706	-2.72692	87.1951
47.7303	-2.75015	87.1643
48.2734	-2.7727	87.1465
48.805	-2.7956	87.1423
49.3332	-2.8194	87.1546
49.8592	-2.84299	87.1842
50.3859	-2.86477	87.2323
50.909	-2.88634	87.3003
51.4255	-2.91094	87.3932
51.9364	-2.93393	87.5136
52.4357	-2.95434	87.6619
52.9218	-2.97288	87.8383
53.3927	-2.98951	88.0395
53.8429	-3.00618	88.265
54.269	-3.02509	88.5187
54.6694	-3.04417	88.7943
55.0463	-3.06068	89.1017
55.3962	-3.0775	89.4345
55.7238	-3.09535	89.7872
56.0249	-3.11596	90.1578
56.302	-3.13381	90.5564
56.5527	-3.14926	90.9751
56.7747	-3.16398	91.4074
56.9761	-3.17607	91.8528
57.1462	-3.18843	92.306
57.2943	-3.20047	92.7661
57.4216	-3.20775	93.2385
57.539	-3.20818	93.716
57.6544	-3.209	94.2021
57.7756	-3.21245	94.693
57.8882	-3.22039	95.1903
57.9871	-3.22376	95.6964
58.081	-3.22281	96.2105
58.1759	-3.22317	96.7373
58.2734	-3.22903	97.2655
58.3828	-3.24015	97.8031
58.5014	-3.24949	98.35
58.6229	-3.25589	98.9036
58.7523	-3.26292	99.4765
58.8766	-3.27463	100.054
59.0075	-3.28738	100.654
59.15	-3.30061	101.259
59.306	-3.31242	101.883
59.4615	-3.32226	102.511
59.622	-3.32833	103.147
59.7877	-3.33729	103.789
59.9507	-3.34698	104.44
60.1104	-3.35662	105.105
60.2706	-3.36502	105.786
60.4383	-3.37682	106.486
60.611	-3.39162	107.2
60.7793	-3.40784	107.924
60.9416	-3.41942	108.654
61.101	-3.42868	109.392
61.268	-3.43794	110.138
61.4378	-3.45054	110.898
61.6081	-3.4662	111.673
61.7804	-3.48379	112.458
61.9494	-3.50099	113.254
62.1232	-3.51393	114.056
62.3	-3.52647	114.863
62.4712	-3.5396	115.679
62.6351	-3.55327	116.498
62.8004	-3.56712	117.32
62.9661	-3.58037	118.151
63.1338	-3.59693	118.989
63.3093	-3.61614	119.832
63.4928	-3.63328	120.675
63.68	-3.65014	121.515
63.8787	-3.66919	122.358
64.079	-3.69118	123.199
64.2713	-3.7139	124.042
64.4607	-3.73137	124.887
64.647	-3.74608	125.734
64.8346	-3.76438	126.577
65.0245	-3.78233	127.406
65.2213	-3.80351	128.22
65.419	-3.8255	129.038
65.6132	-3.84421	129.877
65.8088	-3.86638	130.725
66.0017	-3.88759	131.564
66.1793	-3.8973	132.381
66.3502	-3.90306	133.186
66.5297	-3.91092	133.995
66.7139	-3.93324	134.81
66.891	-3.96044	135.628
67.062	-3.97745	136.443
67.2307	-3.99748	137.253
67.3867	-4.02241	138.063
67.5378	-4.0417	138.873
67.6949	-4.06454	139.682
67.8559	-4.08598	140.49
68.0151	-4.10628	141.293
68.1728	-4.12769	142.089
68.3318	-4.14831	142.883
68.4837	-4.16682	143.678
68.6261	-4.18586	144.481
68.7631	-4.20331	145.288
68.9008	-4.2144	146.094
69.0202	-4.22338	146.895
69.1384	-4.23228	147.69
69.2587	-4.24079	148.481
69.3776	-4.24672	149.28
69.4879	-4.2596	150.091
69.5815	-4.27795	150.909
69.6654	-4.29451	151.726
69.7506	-4.30972	152.541
69.8341	-4.32517	153.36
69.9093	-4.34169	154.187
69.972	-4.35985	155.021
70.026	-4.37243	155.855
70.0814	-4.38194	156.685
70.1316	-4.38903	157.515
70.1797	-4.3978	158.34
70.2171	-4.40724	159.161
70.2467	-4.41849	159.981
70.2799	-4.42897	160.804
70.3136	-4.44042	161.636
70.3409	-4.44828	162.472
70.3685	-4.45687	163.303
70.3985	-4.46426	164.119
70.4361	-4.47013	164.93
70.4611	-4.47062	165.744
70.4657	-4.47817	166.568
70.4707	-4.48902	167.399
70.4798	-4.49543	168.231
70.4844	-4.49416	169.065
70.4811	-4.49939	169.895
70.4694	-4.50772	170.72
70.4594	-4.5127	171.542
70.4516	-4.51895	172.372
70.4182	-4.52762	173.216
70.3655	-4.53312	174.067
70.3159	-4.53984	174.914
70.2702	-4.53992	175.751
70.2211	-4.53909	176.58
70.1581	-4.54141	177.412
70.1076	-4.5489	178.251
70.068	-4.55882	179.101
70.0173	-4.56619	179.958
69.9606	-4.57164	180.813
69.9075	-4.57606	181.661
69.8557	-4.5824	182.5
69.8161	-4.59257	183.337
69.776	-4.6039	184.18
69.716	-4.6175	185.032
69.6495	-4.63263	185.886
69.5878	-4.64824	186.732
69.5304	-4.65805	187.568
69.4688	-4.66538	188.399
69.3986	-4.67529	189.233
69.3333	-4.68915	190.067
69.2667	-4.70208	190.9
69.2008	-4.71069	191.729
69.1337	-4.7196	192.55
69.0743	-4.73392	193.362
69.0087	-4.74386	194.163
68.9438	-4.7511	194.963
68.8807	-4.75927	195.764
68.8211	-4.77018	196.554
68.7656	-4.77849	197.324
68.707	-4.78125	198.071
68.6458	-4.78264	198.8
68.589	-4.79331	199.51
68.5397	-4.80939	200.201
68.4942	-4.8235	200.878
68.4502	-4.8325	201.55
68.4056	-4.84345	202.223
68.3575	-4.85944	202.903
68.3131	-4.87198	203.573
68.2813	-4.88108	204.23
68.2593	-4.89218	204.879
68.2395	-4.9022	205.523
68.2195	-4.91166	206.168
68.2071	-4.92498	206.816
68.2056	-4.94174	207.466
68.2133	-4.96	208.114
68.2212	-4.97565	208.752
68.2229	-4.98728	209.389
68.2205	-4.99243	210.029
68.2213	-4.996	210.671
68.2237	-5.00484	211.317
68.2237	-5.01278	211.964
68.2104	-5.01957	212.607
68.1992	-5.02792	213.247
68.1979	-5.04048	213.889
68.2023	-5.04975	214.539
68.1939	-5.05813	215.203
68.1707	-5.06891	215.876
68.161	-5.07962	216.557
68.1568	-5.08551	217.236
68.1433	-5.08399	217.906
68.1147	-5.08456	218.577
68.0936	-5.08296	219.248
68.0844	-5.07848	219.931
68.0735	-5.07982	220.626
68.0611	-5.08489	221.322
68.0414	-5.09405	222.017
68.0194	-5.09744	222.706
68.0014	-5.09835	223.392
67.9881	-5.10281	224.081
67.9657	-5.10689	224.771
67.9395	-5.11108	225.464
67.9149	-5.11638	226.151
67.8903	-5.12219	226.831
67.8675	-5.12924	227.504
67.8439	-5.13634	228.166
67.8172	-5.14363	228.828
67.7852	-5.15335	229.485
67.7625	-5.16593	230.137
67.7417	-5.17912	230.776
67.7189	-5.18798	231.397
67.6909	-5.19406	232.002
67.6667	-5.19771	232.59
67.6471	-5.20203	233.155
67.6205	-5.20649	233.698
67.5838	-5.212	234.221
67.5361	-5.21669	234.729
67.4784	-5.21919	235.224
67.4126	-5.22363	235.713
67.3272	-5.22849	236.193
67.2289	-5.23447	236.665
67.1197	-5.24239	237.125
66.9897	-5.25129	237.565
66.8343	-5.25887	237.99
66.6603	-5.26288	238.403
66.4658	-5.26664	238.802
66.2456	-5.27403	239.18
66.0037	-5.28608	239.537
65.7431	-5.29509	239.876
65.4698	-5.2985	240.201
65.181	-5.29807	240.513
64.873	-5.29529	240.812
64.5443	-5.29071	241.095
64.2011	-5.28275	241.354
63.849	-5.27156	241.585
63.4891	-5.2575	241.794
63.122	-5.24395	241.983
62.7462	-5.22457	242.154
62.3684	-5.20134	242.306
61.9748	-5.17538	242.44
61.5573	-5.14736	242.553
61.1204	-5.12205	242.644
60.6671	-5.10012	242.714
60.1986	-5.07844	242.772
59.7184	-5.05507	242.812
59.2293	-5.03313	242.836
58.7279	-5.01144	242.849
58.2152	-4.98382	242.849
57.6909	-4.95679	242.84
57.155	-4.9324	242.822
56.6068	-4.90929	242.795
56.0481	-4.88676	242.76
55.4772	-4.8638	242.723
54.8923	-4.84035	242.686
54.2889	-4.81728	242.647
53.6692	-4.79427	242.607
53.0299	-4.76942	242.567
52.3714	-4.74459	242.525
51.6917	-4.71875	242.483
50.9929	-4.69315	242.441
50.274	-4.66636	242.401
49.5318	-4.63769	242.358
48.7683	-4.60967	242.312
47.9811	-4.58358	242.266
47.1722	-4.55591	242.224
46.3428	-4.52664	242.183
45.4955	-4.49903	242.144
44.632	-4.47	242.102
43.7534	-4.43882	242.061
42.8643	-4.40827	242.021
41.9715	-4.37765	241.982
41.0824	-4.34579	241.941
40.1968	-4.31532	241.896
39.3133	-4.28609	241.854
38.4265	-4.25655	241.811
37.5345	-4.22717	241.766
36.6425	-4.19838	241.717
35.7551	-4.16505	241.666
34.8741	-4.12742	241.613
33.9964	-4.09147	241.554
33.1221	-4.05755	241.489
32.2488	-4.02373	241.424
31.3776	-3.99192	241.359
30.5084	-3.96365	241.288
29.6459	-3.93766	241.215
28.7857	-3.91075	241.145
27.9286	-3.88526	241.077
27.0731	-3.86393	241.012
26.2211	-3.843	240.952
25.3715	-3.8187	240.895
24.5266	-3.79653	240.841
23.684	-3.77416	240.794
22.8466	-3.74782	240.751
22.0162	-3.72421	240.7
21.1891	-3.70148	240.648
20.3645	-3.67528	240.605
19.5402	-3.65099	240.562
18.7187	-3.62465	240.51
17.9041	-3.59752	240.455
17.0954	-3.57165	240.401
16.2913	-3.54381	240.345
