1.00001e-07	1.00001e-07	1.00001e-07 
0.193021	0.194145	0.194019 
0.366703	0.368393	0.36875 
0.524311	0.52597	0.527286 
0.664149	0.666189	0.668657 
0.788553	0.790813	0.794 
0.897392	0.899233	0.903967 
0.993177	0.994436	1.00034 
1.07262	1.07288	1.08035 
1.14122	1.14057	1.14982 
1.20149	1.19907	1.21061 
1.25358	1.2497	1.26336 
1.30028	1.29443	1.31064 
1.33913	1.33117	1.35032 
1.36507	1.35581	1.37749 
1.37937	1.36839	1.39269 
1.39425	1.38204	1.40879 
1.40832	1.39461	1.42386 
1.42518	1.41039	1.44206 
1.44128	1.42519	1.45919 
1.45916	1.44151	1.47783 
1.47626	1.45712	1.49608 
1.49606	1.47527	1.51724 
1.51451	1.49092	1.53753 
1.53082	1.50449	1.55526 
1.55039	1.52174	1.57649 
1.56857	1.53716	1.59644 
1.5851	1.55052	1.61475 
1.60252	1.56568	1.63379 
1.6204	1.58115	1.65392 
1.63708	1.59571	1.67236 
1.65635	1.61193	1.6934 
1.67571	1.62822	1.71401 
1.69565	1.64593	1.73559 
1.7148	1.6623	1.7567 
1.73367	1.6776	1.77759 
1.75507	1.69614	1.80133 
1.77502	1.71276	1.82375 
1.79642	1.73144	1.84813 
1.84142	1.77362	1.89531 
1.93044	1.86001	1.98668 
1.99904	1.92645	2.0574 
2.0705	1.99545	2.13072 
2.12792	2.05082	2.19027 
2.18514	2.10623	2.24983 
2.23142	2.14991	2.29853 
2.28017	2.19539	2.35025 
2.31897	2.23059	2.392 
2.35648	2.26442	2.43269 
2.39107	2.29587	2.47061 
2.42241	2.32424	2.50519 
2.45517	2.35307	2.54011 
2.48568	2.38067	2.57428 
2.51257	2.40454	2.604 
2.54159	2.43019	2.63586 
2.56858	2.45408	2.66617 
2.5944	2.47636	2.69483 
2.62071	2.49787	2.72449 
2.6435	2.51754	2.75142 
2.67073	2.54118	2.78281 
2.69272	2.56023	2.80905 
2.71797	2.58228	2.83845 
2.74223	2.60382	2.86704 
